ID	R04D01	R04D02	R04T00	R04T01	R04T02	R04T03	R04T04
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_16_length_2984_cov_4153.478320_416_5_1|TTV_Clade3	7.727378100610463e-06	0.0	0.0	0.0	0.0	0.0	0.010352119268762769
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_28_length_2938_cov_16.074922_338_5_1|TLMV	0.0	0.0	0.0	2.0403047632372057e-05	0.0	8.393200458478575e-05	0.00013363566914666836
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_30_length_2926_cov_152.205503_457_1_1|TLMV	0.011567885016613863	0.0	0.0	3.821523207333179e-05	0.0	0.0	2.1438877403208827e-06
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_38_length_2914_cov_1669.920252_272_5_1|TTV_Clade6	0.0	0.0	0.0	0.0005155817750910526	0.07490757993482788	0.02906512861268265	0.03854996008795657
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_3_length_3341_cov_22264.108643_463_4_1|TTV_Clade7	0.0	0.0	0.0	0.013827112994668652	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_47_length_2889_cov_217.965067_319_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_4_length_3229_cov_4687.939193_702_6_1|TTMV	0.0	0.0	0.0	0.02092445884964379	0.0	0.05073847049658895	0.08393391966280933
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_50_length_2884_cov_587.236833_246_3_1|TLMV	0.0	0.0	0.0	1.2954315957061623e-06	0.0	0.0	0.00011219679174345954
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_64_length_2787_cov_17374.879209_507_3_1|TTMV	0.0	0.0	0.0	0.019731366349998412	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_74_length_2695_cov_27.895076_407_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_78_length_2651_cov_995.301233_265_4_1|TTMV	0.0	0.0	0.0	0.0007128112355373159	0.039193603099663764	0.0	0.0053911630376602465
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_81_length_2619_cov_15.610374_249_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_89_length_2574_cov_1958.166336_353_2_1|TTMV	0.0	0.0	0.0	0.0003342213516921899	0.0	0.0	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_90_length_2565_cov_273.248606_307_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0005376894043712837	0.0
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_92_length_2526_cov_102.112910_295_1_1|TTMV	0.0	0.0	0.0	0.00018848529717524663	1.9219145343825707e-06	0.0	0.005694880467539038
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_94_length_2516_cov_254.195855_269_2_1|TTMV	0.0	0.0	0.0	0.0	0.0006745920015682823	0.003451179113520659	0.001003339462470173
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_97_length_2498_cov_186.067949_252_3_1|TTMV	0.0	0.0	0.0	0.0031268480141357496	0.0006832406169730038	0.0	0.02404941804167289
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_98_length_2494_cov_535.028700_253_1_1|TTMV	0.0	0.0	0.0	0.0	0.004175359325946135	0.0	0.0008468356574267487
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_13_length_3015_cov_8.404392_407_2_1|TTV_Clade4	0.00021829843134224558	0.008190149812145317	0.0	0.0006946751931974296	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_14_length_3000_cov_173.091341_410_2_1|TTV_Clade7	0.0	0.0520019492870954	0.0	0.011621316845079983	0.0	0.0	0.0034573762958908104
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_15_length_2999_cov_98.225543_333_6_1|TTV_Clade7	0.0	0.0	0.0	0.006176293990428056	0.011830344916391913	0.0	0.033366039531860674
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_18_length_2966_cov_4.998282_395_2_1|TTV_Clade7	1.1591067150915694e-05	0.0	0.0	0.00036628328368591744	0.0003344131289825673	0.00030372894159119343	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_20_length_2944_cov_3.439945_400_1_1|TTV_Clade8	0.0	0.0	0.0	0.00023544469251959502	0.1028358809912082	0.008481853638321254	0.011360461135960358
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_21_length_2941_cov_363.609148_284_5_1|TTV_Clade3	0.0	0.0	0.0	0.020806898432333455	0.0	0.0	9.004328509347708e-05
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_22_length_2939_cov_11.968100_392_2_1|TTV_Clade3	0.0	0.0	0.0	0.0007481117465203088	0.0	0.07527546746192242	0.056820886040217906
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_23_length_2927_cov_5.963440_653_5_1|TLMV	0.000608531025423074	0.0	0.0	0.0003685502889784032	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_25_length_2916_cov_8.564138_240_3_1|TLMV	0.0	0.0	0.0	0.0005023036012350645	0.0006188564800711878	0.0020505637870120467	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_30_length_2899_cov_254.236287_262_4_1|TTV_Clade3	0.0	0.0	0.0	0.01476532932785884	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_33_length_2887_cov_11.631003_257_5_1|TTV_Clade6	0.0	0.0	0.0	0.0008329625160390624	0.0	0.0	0.004675104532393072
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_35_length_2872_cov_98.978701_305_5_1|TTV_Clade1	0.0	0.0	0.0	0.006459993509887706	0.0	0.03927440782036453	0.009505998240582795
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_36_length_2862_cov_7.254364_173_2_1|TLMV	0.0	7.860028610504142e-05	0.0	0.0004346173003594175	0.0006544118989572653	0.00013848780756489648	9.218717283379796e-05
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_41_length_2778_cov_7.001836_324_6_1|TLMV	0.0	2.3580085831512428e-05	0.0	0.00043235029506693174	0.0	0.0	0.0018759017727807724
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_45_length_2712_cov_12.435077_162_3_1|TTV_Clade3	0.0	0.0	0.0	0.0007694863678494605	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_46_length_2696_cov_4.503976_258_6_1|TTV_Clade3	0.0	0.0	0.0	0.00034426094655891267	0.0	1.0491500573098218e-06	0.006585308509018979
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_48_length_2631_cov_26.840450_291_6_1|TTMV	0.0	0.0	0.0	0.0018220245393607175	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_49_length_2620_cov_78.209357_355_1_1|TTMV	0.0	0.0	0.0	0.005036961902004486	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_52_length_2557_cov_37.498002_254_2_1|TTMV	0.0	0.0	0.0	0.002415979925991993	0.0	0.0439399781252213	0.08678743424517643
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_54_length_2517_cov_59.492689_240_6_1|TTMV	0.0	0.0	0.0	0.0035715049093618897	0.0	0.0	0.010920964149194577
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_55_length_2512_cov_85.747253_259_4_1|TTMV	0.0	0.0	0.0	0.00528374162098651	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_57_length_2498_cov_6.990995_263_2_1|TTMV	0.0	0.0	0.0	0.0004602020743746142	0.0	0.0	0.0
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_9_length_3111_cov_548.687500_476_2_1|TTV_Clade3	0.0	0.0	0.0	0.03384347429572242	0.0	2.0983001146196438e-05	3.573146233868138e-06
R04T01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_1_length_8682_cov_131.034079_3342_3_2|TLMV	0.0	0.0	0.0	0.0013825493705174018	0.0	0.0	0.0
R04T01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_22_length_2997_cov_1858.957852_491_5_1|TTMV	0.0	0.0	0.0	0.011795228536803535	3.843829068765141e-06	4.721175257894198e-06	7.146292467736276e-07
R04T01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_32_length_2951_cov_4.195442_68_2_1|TLMV	0.0	0.0	0.0	3.594822678084601e-05	0.0	0.0	0.00044664327923351726
R04T01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_57_length_2872_cov_2999.414980_254_5_1|TTV_Clade5	3.284135692759447e-05	0.0017449263515319196	0.0	0.0161498218457698	0.0	0.0436456915341459	0.05067578914721148
R04T01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_61_length_2864_cov_8.892488_346_1_1|TLMV	0.0	0.0	0.0	5.084569013146688e-05	0.0	0.0	0.0
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_10_length_3038_cov_48.867248_610_1_1|TLMV	0.0	0.0	0.0	0.0	0.009115640636576532	0.006385127248787576	0.0014928604965101081
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_11_length_3027_cov_223.084791_318_6_1|TTV_Clade7	2.1250289776678772e-05	0.0	0.0	2.267005292485784e-06	0.04215623435441449	0.0371351908535098	0.0
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_13_length_2969_cov_266.267330_366_3_1|TTV_Clade3	3.67050459778997e-05	1.5720057221008285e-05	0.0	0.0	0.043511184101154204	0.0	0.00040019237819323146
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_16_length_2937_cov_67.503817_381_3_1|TTV_Clade5	0.008117610694691291	0.0	0.0	0.001189206204858257	0.012668299653382713	0.04231641841153436	0.015624653851458593
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_1_length_8540_cov_129.134119_3292_4_2|TLMV	0.0	0.0	0.0	0.0	0.032020057100080816	0.0	0.0
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_21_length_2808_cov_226.669815_246_6_1|TTMV	0.0	0.0	0.0	0.0	0.03529403850940153	0.0	0.0
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_7_length_3226_cov_648.164301_322_4_1|TTV_Clade5	0.0	0.0019728671812365398	0.0	0.0	0.11030059704275011	0.03626229800582803	0.017674210531205357
R04T02-TTVRCA_S4_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_9_length_3063_cov_135.577793_408_3_1|TTV_Clade4	0.0	0.0	0.0	0.0	0.02859808827161265	0.0023931112807237037	0.0
R04T02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_1_length_5835_cov_8.766263_264_3_1|TLMV	2.8977667877289237e-05	0.0	0.0	0.0	0.0001172367865973368	0.0	1.4292584935472552e-05
R04T02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_1_length_5835_cov_8.766263_3169_1_2|TLMV	0.0	0.0	0.0	0.0	0.00028348239382142913	0.0	5.359719350802207e-05
R04T02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_20_length_2919_cov_5.354399_620_5_1|TLMV	0.0	6.288022888403314e-05	0.0	0.0	0.00011531487206295423	2.0983001146196436e-06	9.07579143402507e-05
R04T02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_4_length_5432_cov_450.324158_244_1_1|TLMV	0.0	0.0	0.0	0.0	0.009384708671390091	0.053492489397027235	0.05264459272207282
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_13_length_3036_cov_10.935592_685_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0018800769026992008	0.0008432625111928806
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_15_length_3033_cov_187.083613_412_1_1|TTV_Clade7	0.0	0.0002043607438731077	0.0	0.0	0.0	0.025573032646926907	0.0
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_25_length_2915_cov_25.695455_900_6_1|TLMV	1.9318445251526158e-06	0.0	0.0	0.0	0.0	0.0032764956289785736	0.00026584207979978946
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_28_length_2877_cov_6.042169_348_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.001141999837381741	7.074829543058914e-05
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_36_length_2555_cov_65.618400_275_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.008991740566173828	0.03513617617611895
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_39_length_2511_cov_8.066368_301_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0013051426712934184	9.861883605476062e-05
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_40_length_2501_cov_6.850777_262_1_1|TTMV	7.727378100610463e-06	0.0	0.0	0.0	0.0	0.0009290223757478473	0.0004680821566367261
R04T03-TTVRCA_S5_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_8_length_3152_cov_84.559251_362_5_1|TTV_Clade1	0.0	0.0	0.0	2.267005292485784e-06	0.0	0.012370003750711456	0.00459006365202701
R04T03_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_16_length_2994_cov_31.860837_590_5_1|TLMV	0.0	0.0	0.0013441227040746704	0.0	0.0	0.00043015152349702696	0.002337552266196536
R04T03_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_2_length_5484_cov_154.543562_349_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.00020983001146196437	0.0
R04T03_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_39_length_2574_cov_106.162366_301_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.001278389344832018	9.433106057411884e-05
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_14_length_3012_cov_42.520460_492_3_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.008954304462073555
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_1_length_4435_cov_9.888128_2061_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0027320276104155785
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_26_length_2901_cov_3.762474_343_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0006810416721752671
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_38_length_2760_cov_10.070980_358_4_1|TLMV	0.0	0.00012576045776806628	0.0	0.0	0.0	0.0	0.0019166356398468691
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_46_length_2581_cov_29.874901_272_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.005798501708321214
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_48_length_2563_cov_6.935407_263_5_1|TTV_Clade3	0.0	0.0	0.0	0.0010726173612447024	0.0	0.0	0.0016836665053986666
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_51_length_2542_cov_27.218737_263_5_1|TTMV	0.0	0.0	0.0	0.0	9.609572671912853e-07	4.721175257894198e-06	0.00543332616321989
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_52_length_2539_cov_44.041465_255_3_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.00939665996582643
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_56_length_2502_cov_23.358398_251_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	1.3114375716372773e-05	0.004346375078877203
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_58_length_2491_cov_32.591544_225_6_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.005707743793980964
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_60_length_2457_cov_8.323897_262_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0017308320356857261
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_61_length_2426_cov_4.635175_247_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0008168212290622564
R04T04-TTVRCA_S6_2019.01.28_iseq_run_VL46-0348_R04T02-R04T04|NODE_7_length_3405_cov_68.302388_350_2_1|TTV_Clade1	0.0	0.0	0.0	0.0	0.0	0.0	0.015928371281337384
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_21_length_3011_cov_42.239175_421_4_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0008132480828283882
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_22_length_3011_cov_14.380582_240_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0002486909778772224
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_31_length_2948_cov_11.641894_260_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.00020938636930467288
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_32_length_2941_cov_4.746708_557_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	8.789939735315619e-05
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_42_length_2911_cov_31.202031_497_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0004959526972608976
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_45_length_2897_cov_23.735749_544_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.00043806772827223374
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_53_length_2806_cov_10.239186_200_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.00017294027771921788
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_56_length_2798_cov_11.720015_351_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.00020224007683693662
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_63_length_2642_cov_5.094318_230_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	7.860921714509904e-05
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_84_length_2527_cov_18.436489_234_6_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0003087198346062071
R04T04_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_92_length_2371_cov_2.610104_240_6_1|TTMV	0.0	0.0	0.0	6.477157978530812e-07	0.0	0.0	4.430701329996491e-05
